brand,model,model_year,milage,fuel_type,ext_col,int_col,price
Jeep,New Compass Trailhawk,2017,"119,000 mi.",Gasoline,Red,Black,15900
Pontiac,GTO Base,2005,"142,314 mi.",Gasoline,Red,Red,21999
Tesla,Model 3 Standard Range Plus,2019,"83,700 mi.",,Black,Black,26000
smart,ForTwo Pure,2008,"61,595 mi.",Gasoline,Blue,Gray,5000
Chevrolet,Corvette Base,2002,"44,168 mi.",Gasoline,Orange,Black,30000
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,"20,937 mi.",Gasoline,Magnetite Black Metallic,Black,104900
Genesis,G70 3.3T,2022,"12,000 mi.",Gasoline,Green,Beige,41000
Ford,Maverick XLT,2022,"16,400 mi.",Hybrid,Gray,Gray,34000
Kia,EV6 GT-Line,2022,"22,000 mi.",,Gray,Black,45000
Chrysler,Sebring LX,2008,"67,303 mi.",Gasoline,Blue,Blue,4900
Toyota,4Runner SR5,2018,"32,199 mi.",Gasoline,Silver,Black,35500
Lincoln,Nautilus Reserve,2021,"17,467 mi.",Gasoline,Pristine White,Slate,43860
Chevrolet,Traverse Premier,2020,"52,000 mi.",Gasoline,White,Black,35800
BMW,i8 Base,2015,846 mi.,Plug-In Hybrid,White,White,86999
Nissan,Armada Platinum,2022,"8,400 mi.",Gasoline,Red,Beige,59950
Chevrolet,Avalanche 1500 LS,2005,"130,000 mi.",E85 Flex Fuel,Red,Gray,7200
Mercedes-Benz,S-Class S 580 4MATIC,2023,989 mi.,Gasoline,Black,Black,122950
Ford,Transit Connect XL,2020,"119,000 mi.",Gasoline,White,Black,18000
Land,Rover Discovery HSE,2018,"85,000 mi.",Gasoline,Gray,Black,33000
Lexus,GX 460 Base,2021,"39,102 mi.",Gasoline,Silver,Rioja Red,51798
Ford,F-250 XL,2016,"75,200 mi.",E85 Flex Fuel,White,Gray,22000
BMW,M3 Base,2015,"65,800 mi.",Gasoline,White,Red,44950
Mazda,Mazda3 i SV,2015,"91,700 mi.",Gasoline,Red,Black,12000
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,"62,285 mi.",Gasoline,Black,Black,29950
GMC,Sierra 1500 SLE1 Extended Cab,2008,"187,000 mi.",–,Red,Gray,6100
Jaguar,XK8 Base,1997,"50,000 mi.",Gasoline,White,Beige,6000
Nissan,Quest SL,2011,"185,000 mi.",Gasoline,White,Gray,7500
BMW,440 Gran Coupe 440i xDrive,2020,"25,990 mi.",Gasoline,White,Beige,38598
Ford,Excursion XLT 4WD,2000,"205,000 mi.",Gasoline,Black,Gray,9950
Mercedes-Benz,Sprinter High Roof,2014,"65,000 mi.",Diesel,Black,Black,54999
Toyota,Tundra SR5 Double Cab,2005,"199,400 mi.",Gasoline,Gray,Gray,8500
Mercedes-Benz,Sprinter 3500 High Roof,2017,"124,630 mi.",Diesel,Black,Black,75000
BMW,X6 M Base,2023,"7,000 mi.",Gasoline,Gray,Gray,144900
Mercedes-Benz,E-Class E 550,2017,"56,000 mi.",Gasoline,Gray,White,35750
Porsche,Boxster Base,2010,"64,800 mi.",Gasoline,Gray,Gray,20900
Jaguar,XF Luxury,2009,"91,491 mi.",Gasoline,Blue,Beige,7000
Kia,Seltos S,2023,"5,182 mi.",Gasoline,White,Black,32500
GMC,Yukon Denali,2019,"88,450 mi.",Gasoline,Black,Beige,42900
Porsche,Cayenne Platinum Edition,2018,"50,166 mi.",Gasoline,White,Black,43550
Nissan,Rogue SL,2017,"78,110 mi.",Gasoline,Silver,Black,17500
Ford,F-150 XLT,2021,"24,207 mi.",Gasoline,Black,–,43430
Toyota,Tundra TRD Pro,2016,"51,400 mi.",E85 Flex Fuel,Black,Black,39900
BMW,X7 xDrive40i,2023,"2,437 mi.",Hybrid,Gray,Black,78350
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,"95,500 mi.",Gasoline,Black,Beige,15990
Bugatti,Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,White,White,1950995
Chevrolet,Monte Carlo SS,2005,"75,000 mi.",Gasoline,Black,Black,12500
Mitsubishi,Lancer Evolution Base,2003,"61,491 mi.",Gasoline,Blue,Black,28000
Toyota,Corolla LE,2003,"124,756 mi.",Gasoline,Beige,Beige,4995
Chevrolet,Tahoe LT,2021,"71,536 mi.",Gasoline,Black,Jet Black,49685
Nissan,Rogue SL,2019,"29,558 mi.",Gasoline,Magnetic Black,Charcoal,25884
Chevrolet,Avalanche 1500 LTZ,2007,"75,124 mi.",E85 Flex Fuel,Red,Gray,16499
Rivian,R1S Adventure Package,2023,159 mi.,,White,Black,95500
Porsche,911 Turbo S,2019,"31,000 mi.",Gasoline,White,Black,179900
Volkswagen,Golf GTI 2.0T S 4-Door,2016,"89,000 mi.",Gasoline,Silver,Black,14500
Kia,Optima Hybrid EX,2012,"117,220 mi.",Hybrid,Black,Black,8900
Porsche,911 Carrera 4S,2018,"31,678 mi.",Gasoline,Silver,–,106798
RAM,ProMaster 2500 High Roof,2019,"88,000 mi.",Gasoline,White,Black,39900
Toyota,Tundra Hybrid TRD Pro,2022,"19,000 mi.",Hybrid,Orange,Black,71000
Cadillac,CTS Luxury,2011,"66,200 mi.",Gasoline,Black,Black,16499
Acura,TL Technology,2013,"40,000 mi.",Gasoline,Blue,Gray,24000
Ford,F-150 Lariat,2020,"26,540 mi.",Gasoline,White,Black,46995
Audi,A8 L 55,2019,"39,000 mi.",Hybrid,Black,Brown,50000
Land,Rover Range Rover Evoque SE,2020,"38,356 mi.",Gasoline,Firenze Red Metallic,Ebony,36598
Bentley,Continental GT W12,2021,"16,146 mi.",Gasoline,Fountain Blue,Linen,239991
Dodge,Sprinter 2500 High Roof,2004,"55,000 mi.",Diesel,White,Gray,24000
INFINITI,QX80 Base,2016,"60,000 mi.",Gasoline,Silver,Beige,25950
Lexus,NX 300 Base,2021,"6,449 mi.",Gasoline,Silver,Black,35999
Porsche,Taycan Base,2021,"13,344 mi.",,Black,Beige,83499
Porsche,Cayman Base,2007,"75,137 mi.",Gasoline,Black,Gray,24999
BMW,X6 xDrive40i,2020,"45,076 mi.",Gasoline,Blue,Black,57998
GMC,Acadia SLE-2,2015,"96,000 mi.",Gasoline,Blue,Beige,17000
Porsche,Boxster S,2005,"44,400 mi.",Gasoline,Silver,Black,29800
Land,Rover Range Rover Sport Supercharged,2008,"140,600 mi.",Gasoline,Red,Beige,7500
Audi,S5 3.0T Premium,2021,"18,100 mi.",Gasoline,Gray,Gray,51800
Subaru,Outback Limited XT,2020,"36,844 mi.",Gasoline,Magnetite Gray Metallic,Black,30427
Mercedes-Benz,GL-Class GL 450,2011,"112,854 mi.",Gasoline,White,Black,11999
RAM,1500 Rebel,2018,"54,800 mi.",Gasoline,White,Black,37050
Nissan,Titan S,2017,"20,220 mi.",Gasoline,White,Gray,32324
Chevrolet,Silverado 3500 LTZ,2022,"85,200 mi.",Diesel,Silver,Gray,67500
BMW,550 Gran Turismo i,2013,"79,341 mi.",Gasoline,Gold,Brown,16800
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,"70,500 mi.",Gasoline,White,Black,23000
Ford,F-150 XLT,2019,"44,460 mi.",Gasoline,Red,Gray,34500
Mercedes-Benz,SLK-Class SLK 350,2015,"16,000 mi.",Gasoline,White,Red,30500
Nissan,Maxima SV,2022,"36,466 mi.",Gasoline,Brilliant Silver Metallic,Charcoal,24980
Honda,Accord Sport,2013,"405,000 mi.",Gasoline,Black,Black,6000
Porsche,911 GT3,2018,"9,712 mi.",Gasoline,Red,Black,188900
Audi,S4 3.0T Premium Plus,2022,"10,900 mi.",Gasoline,Black,Black,53900
Honda,Pilot Elite,2021,"42,653 mi.",Gasoline,Gray,Black,38998
Genesis,G70 3.3T Advanced,2019,"48,000 mi.",Gasoline,Black,Black,29999
Toyota,Highlander Base,2001,"231,581 mi.",Gasoline,Beige,Beige,4300
Acura,MDX 3.7L Advance,2013,"20,750 mi.",Gasoline,Black,Black,33000
BMW,M6 Gran Coupe Base,2017,"27,965 mi.",Gasoline,Green,Black,58000
Dodge,Durango GT,2022,"24,778 mi.",Gasoline,Octane Red Pearlcoat,Black,36599
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,GT SILVER,BLACK,209000
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,"104,700 mi.",Gasoline,Fuji White,Ivory / Ebony,30775
Maserati,Ghibli S Q4,2018,"20,000 mi.",Gasoline,White,Brown,43000
Hummer,H2 Base,2003,"149,961 mi.",Gasoline,Beige,Beige,12500
BMW,X5 xDrive35i,2014,"120,000 mi.",Gasoline,Black,Black,20000
BMW,335 i xDrive,2013,"82,849 mi.",Gasoline,Red,Black,19999
Jeep,Compass Latitude,2014,"105,000 mi.",Gasoline,Black,Black,10950
Toyota,Sequoia TRD Pro,2020,"37,428 mi.",Gasoline,White,Black,61599
BMW,M3 Base,2003,"127,273 mi.",Gasoline,Silver,Black,15000
Ford,Bronco Big Bend,2022,"17,000 mi.",Gasoline,Gray,–,44000
Acura,RDX w/Advance Package,2021,"36,267 mi.",Gasoline,White,Parchment,39798
GMC,Yukon XL SLT,2023,"28,500 mi.",Gasoline,Black,Black,67800
Audi,A4 2.0T Premium Plus,2015,"83,420 mi.",E85 Flex Fuel,Red,Gray,16000
Audi,A7 3.0T Premium,2019,"45,900 mi.",Hybrid,Black,Black,41500
Dodge,Ram 1500 Laramie Mega Cab,2006,"300,183 mi.",Gasoline,Silver,Gray,10900
Lamborghini,Gallardo LP550-2,2013,"22,000 mi.",Gasoline,Black,Black,150000
Tesla,Model 3 Long Range,2021,"23,749 mi.",,White,Black,35999
Chevrolet,Corvette Base,2003,"145,000 mi.",Gasoline,Blue,Black,22000
Chevrolet,Corvette Stingray w/1LT,2023,"9,000 mi.",Gasoline,White,White,82500
Honda,CR-V Touring,2019,"55,100 mi.",Gasoline,White,Gray,28324
Ford,F-250 XLT,2014,"59,459 mi.",Diesel,Black,Silver,40999
Toyota,Camry Solara SE,2008,"57,852 mi.",Gasoline,Silver,Gray,13900
Chrysler,Crossfire Limited,2005,"116,320 mi.",Gasoline,Gray,Red,6000
Ford,Explorer XLT,2017,"169,000 mi.",E85 Flex Fuel,White,Beige,13000
Chevrolet,Camaro Z28,2002,"35,515 mi.",Gasoline,Silver,Black,21000
Mercedes-Benz,Sprinter 2500,2011,"120,000 mi.",Diesel,Black,Gray,31999
Lincoln,Corsair Standard,2022,"4,520 mi.",Gasoline,Beige,Beige,38500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,"58,000 mi.",Gasoline,White,Black,38000
BMW,535 i xDrive,2015,"58,664 mi.",Gasoline,Blue,Gray,20950
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,"52,694 mi.",Gasoline,Gray,Black,49999
Chevrolet,Corvette Z06 w/2LZ,2023,202 mi.,Gasoline,White,Red,179000
Mazda,MX-5 Miata Sport,2006,"218,000 mi.",Gasoline,Black,Black,4999
Audi,A5 2.0T Premium,2018,"53,000 mi.",Gasoline,White,Brown,28000
Toyota,Prius Touring,2009,"142,500 mi.",Hybrid,Blue,Beige,6999
BMW,M4 Base,2020,"22,655 mi.",Gasoline,Silver,Black,63999
RAM,1500 Classic SLT,2021,"32,092 mi.",Gasoline,Patriot Blue Pearlcoat,Black,35113
Buick,Enclave Leather,2015,"89,726 mi.",Gasoline,White,Brown,16000
Mercedes-Benz,GLS 450 Base 4MATIC,2018,"62,808 mi.",Gasoline,Black,–,38598
Dodge,Dart SE,2015,"66,000 mi.",Gasoline,Black,Black,12000
Volkswagen,e-Golf SE,2016,"41,615 mi.",,Blue,Gray,12000
Lexus,IS 350 Base,2007,"103,000 mi.",Gasoline,Red,Beige,12900
Porsche,911 Carrera,2010,"61,600 mi.",Gasoline,Black,Black,51750
Ford,F-150 XLT,2018,"67,650 mi.",Gasoline,Blue,Gray,30000
Toyota,Highlander XLE,2019,"81,301 mi.",Gasoline,Black,Black,30275
Acura,TLX Base,2016,"45,000 mi.",Gasoline,Gray,Blue,16500
Toyota,Highlander Hybrid XLE,2019,"69,350 mi.",Hybrid,Black,Gray,36000
Dodge,Challenger SRT Hellcat,2015,"1,800 mi.",Gasoline,Green,Black,64990
Lincoln,Corsair Reserve,2021,"29,336 mi.",Gasoline,Black,Sandstone,36999
BMW,650 i,2006,"122,141 mi.",Gasoline,Silver,Black,10500
Audi,A3 2.0T Premium,2016,"90,360 mi.",Gasoline,Black,Black,15499
Hyundai,Genesis 3.8,2015,"92,225 mi.",Gasoline,Black,Black,17000
RAM,1500 Laramie,2022,"16,744 mi.",Gasoline,Delmonico Red Pearlcoat,Black,46999
BMW,M3 Base,2009,"112,000 mi.",Gasoline,Gray,Black,28000
Volvo,S60 T6 Momentum,2020,"46,250 mi.",Gasoline,White,Charcoal,27800
Lexus,IS 350 F Sport,2021,"26,800 mi.",Gasoline,Black,Red,44000
BMW,335 i,2009,"51,983 mi.",Gasoline,Gray,White,19999
Chevrolet,Silverado 1500 Base,2000,"97,000 mi.",Gasoline,White,Gray,27500
INFINITI,QX80 Base,2015,"136,390 mi.",Gasoline,Black Obsidian,Black,20470
Ford,F-350 XL,2017,"156,453 mi.",Diesel,White,Beige,40000
Lexus,GX 470 Base,2004,"215,000 mi.",Gasoline,White,Beige,7350
GMC,Acadia SLE,2020,"30,426 mi.",Gasoline,Ebony Twilight Metallic,Jet Black,29645
Nissan,GT-R Premium,2010,"46,100 mi.",Gasoline,Blue,Black,72999
Dodge,Durango R/T,2022,"14,976 mi.",Gasoline,White Knuckle Clearcoat,Black,49999
Ford,F-250 Lariat,2015,"68,749 mi.",Diesel,Gray,Black,45000
Toyota,Avalon XLS,2004,"90,625 mi.",Gasoline,Gray,Gray,5500
Porsche,Panamera Base,2018,"42,500 mi.",Gasoline,Black,Beige,53999
Mercedes-Benz,SL-Class SL550 Roadster,2008,"150,000 mi.",Gasoline,Black,Beige,16800
Mercedes-Benz,S-Class S 63 AMG,2015,"40,900 mi.",Gasoline,White,–,59750
Mazda,CX-7 Grand Touring,2007,"83,150 mi.",Gasoline,White,Beige,6950
Chevrolet,Camaro 2SS,2016,"164,000 mi.",Gasoline,Black,Red,21500
Tesla,Model X Performance,2020,"27,224 mi.",,Black,Black,65999
Mercedes-Benz,E-Class E 350 4MATIC,2014,"83,112 mi.",Gasoline,Black,Black,15500
BMW,M5 Base,2018,"31,090 mi.",Gasoline,Green,Black,68000
Chevrolet,Camaro 1LT,2021,"10,300 mi.",Gasoline,Black,Black,29900
Subaru,Impreza 2.0i,2019,"30,000 mi.",Gasoline,Gray,Black,21250
Nissan,Armada SV,2017,"187,141 mi.",Gasoline,Black,Black,16995
Subaru,Forester Premium,2021,"42,125 mi.",Gasoline,Crystal Black Silica,Black,27899
Cadillac,SRX Luxury Collection,2016,"70,503 mi.",Gasoline,Silver,Beige,15500
Dodge,Challenger SRT8,2011,"106,500 mi.",–,White,White,22500
Porsche,911 Carrera S,2014,"30,000 mi.",Gasoline,Black,Brown,78500
Mercedes-Benz,AMG GT 63 S 4-Door,2020,"21,214 mi.",Gasoline,Obsidian Black Metallic,Black,117900
Nissan,350Z Touring,2007,"90,000 mi.",Gasoline,White,Green,12000
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,"13,344 mi.",Diesel,Red,Black,56500
Acura,TLX V6 Advance,2019,"25,779 mi.",Gasoline,Platinum White Pearl,Ebony,30999
Jeep,Wrangler SE,2003,"71,000 mi.",Gasoline,Red,Gray,12499
Mercedes-Benz,M-Class ML 350,2011,"99,200 mi.",Gasoline,Black,Black,11900
BMW,X3 xDrive30i,2020,"43,000 mi.",Gasoline,Gray,Brown,40000
Rolls-Royce,Cullinan,2022,115 mi.,Gasoline,–,Grace White,449995
Toyota,4Runner SR5,2006,"135,000 mi.",Gasoline,White,Gray,16900
Hyundai,Kona N Base,2023,654 mi.,Gasoline,Ultra Black,Black,34599
BMW,M3 CS,2018,"32,000 mi.",Gasoline,White,Black,70000
Mercedes-Benz,E-Class E 350 4MATIC,2013,"81,000 mi.",Gasoline,Gray,Beige,13000
Ford,Expedition Platinum,2019,"34,672 mi.",Gasoline,White,White,45500
RAM,ProMaster 2500 Window Van High Roof,2016,"49,750 mi.",Gasoline,Black,Gray,65000
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"12,985 mi.",Gasoline,Gray,Black,96000
Chevrolet,Silverado 1500 LT Crew Cab,2006,"215,000 mi.",Gasoline,Black,Black,6995
Mercedes-Benz,GLE 350 Base,2020,"26,293 mi.",Gasoline,designo Diamond White Bright,Macchiato/Magmagrey,49998
Buick,Enclave Premium,2017,"139,105 mi.",Gasoline,Iridium Metallic,Light Titanium,17550
Mercedes-Benz,Maybach S S 600,2016,"18,069 mi.",Gasoline,Black,Black,79999
Porsche,911 Carrera S,2010,"13,850 mi.",Gasoline,Black,Black,71400
Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,White,Black,33995
Kia,Sorento Hybrid EX,2022,"36,100 mi.",Hybrid,Black,White,37500
Dodge,Charger R/T,2012,"122,000 mi.",Gasoline,White,Black,13500
BMW,M6 Gran Coupe Base,2019,"20,500 mi.",Gasoline,Blue,Black,67900
Nissan,Armada Platinum,2018,"119,950 mi.",Gasoline,Black,Black,20999
MINI,Cooper S Base,2007,"110,022 mi.",Gasoline,Silver,Black,6250
Ford,Focus RS Base,2016,"14,900 mi.",Gasoline,Blue,Black,39000
Porsche,911 Carrera Cabriolet,2006,"52,744 mi.",Gasoline,Gray,Black,37500
Land,Rover Range Rover Sport HSE Dynamic,2019,"77,690 mi.",Gasoline,White,Beige,43500
Mazda,MX-5 Miata Grand Touring,2012,"36,568 mi.",Gasoline,Blue,Beige,20199
Bentley,Continental GT Base,2009,"18,000 mi.",Gasoline,Blue,Beige,63000
BMW,X5 xDrive 35i Sport Activity,2012,"122,600 mi.",Gasoline,Black,Black,12900
Audi,A7 Premium Plus,2020,"25,361 mi.",Hybrid,Typhoon Gray,Black,49998
GMC,Yukon XL Denali,2016,"137,500 mi.",Gasoline,Black,Black,29500
RAM,2500 Laramie,2019,"65,000 mi.",Diesel,Black,Black,65000
Kia,Forte Koup EX,2015,"103,748 mi.",Gasoline,Gray,Gray,8500
Ford,Transit-250 Base,2020,"53,000 mi.",Gasoline,White,Black,38500
Jeep,Wagoneer Series III,2022,"9,099 mi.",Gasoline,Velvet Red Pearlcoat,Global Black,68362
Subaru,WRX Limited,2017,"73,120 mi.",Gasoline,White,Black,19950
Jeep,Wrangler X,2005,"162,482 mi.",Gasoline,Orange,Gray,11000
Nissan,Armada Platinum,2017,"92,000 mi.",Gasoline,Black,Black,20900
Mercedes-Benz,E-Class E 350 4MATIC,2011,"199,000 mi.",Gasoline,Silver,Black,9250
Rivian,R1S Adventure Package,2023,"2,500 mi.",,Green,White,94000
Kia,Forte LXS,2020,"53,452 mi.",Gasoline,Silver,Black,16995
Ford,F-150 XLT,2022,"18,465 mi.",Gasoline,Black,Gray,47500
Kia,Forte GT-Line,2022,"14,950 mi.",Gasoline,Silver,Gray,24000
Jeep,Gladiator Sport S,2020,"13,000 mi.",Gasoline,Gray,–,39500
BMW,750 i xDrive,2019,"33,499 mi.",Gasoline,Gray,Black,44495
Ford,F-250 LARIAT,2021,"42,245 mi.",Diesel,Agate Black Metallic,Black,76598
Chevrolet,Suburban Premier,2018,"84,224 mi.",Gasoline,Tungsten Metallic,Jet Black,43775
Chevrolet,Corvette Stingray w/1LT,2022,"6,200 mi.",Gasoline,Brown,Black,99999
BMW,328 i xDrive,2013,"96,000 mi.",Gasoline,Black,Black,13500
Dodge,Challenger R/T Scat Pack,2019,"43,000 mi.",–,Green,Black,50000
Toyota,Highlander XLE,2021,"67,039 mi.",Gasoline,Blue,Black,34645
Nissan,Altima 2.5 SV,2020,"22,295 mi.",Gasoline,Scarlet Ember,Gray,23599
Chevrolet,Cruze LS,2018,"100,000 mi.",Gasoline,White,Black,8500
Ford,Maverick XL,2023,"12,500 mi.",Hybrid,Silver,Black,29999
Chevrolet,Traverse Premier,2018,"68,455 mi.",Gasoline,Silver Ice Metallic,Jet Black,30989
Kia,Sportage LX,2023,"13,000 mi.",Gasoline,White,Black,31900
BMW,M4 Base,2018,"7,200 mi.",Gasoline,Black,Black,64000
Ford,F-350 Platinum,2019,"69,205 mi.",Diesel,White,Black,73500
Lexus,IS 250 Base,2010,"132,700 mi.",Gasoline,Black,Black,10700
BMW,X3 xDrive35i,2011,"75,500 mi.",Gasoline,White,Black,12975
Chevrolet,Express 1500 Work Van,2011,"93,009 mi.",E85 Flex Fuel,Summit White,Medium Pewter,22495
Nissan,Leaf S,2018,"56,450 mi.",,Black,Black,13999
Lexus,ES 350 Base,2015,"100,900 mi.",Gasoline,Matador Red Mica,Parchment,21998
Chevrolet,Silverado 1500 ZR2,2022,"7,455 mi.",Gasoline,Glacier Blue Metallic,Jet Black,68990
Lexus,GX 460 Premium,2022,"35,700 mi.",Gasoline,Silver,Gray,51900
BMW,750 Li xDrive,2012,"103,000 mi.",Gasoline,Black,Black,16000
Hyundai,Sonata GLS,2010,"135,000 mi.",Gasoline,Blue,Gray,3999
Subaru,Outback 2.5i Premium,2013,"116,000 mi.",Gasoline,Blue,Beige,12500
BMW,X5 M Base,2012,"118,000 mi.",Gasoline,White,Orange,17000
Mercedes-Benz,S-Class S 63 AMG,2015,"79,876 mi.",Gasoline,Black,White,45750
Porsche,Panamera Edition,2016,"77,945 mi.",Gasoline,Blue,Beige,30000
Tesla,Model 3 Performance,2021,"33,000 mi.",,Red,White,55000
BMW,X5 xDrive50i,2016,"79,995 mi.",Gasoline,Black,Black,23995
Jaguar,XF 35t Prestige,2017,"101,453 mi.",Gasoline,White,Beige,18500
Jeep,Grand Cherokee Altitude,2020,"35,289 mi.",Gasoline,Granite Crystal Clearcoat Metallic,Black,35470
Mercedes-Benz,SL-Class SL400,2015,"36,670 mi.",Gasoline,White,Tan,39998
Honda,S2000 CR,2008,"82,323 mi.",Gasoline,Black,Black,28500
Mazda,Mazda3 Grand Touring,2018,"15,175 mi.",Gasoline,Snowflake White Pearl Metallic,Parchment,19212
Chevrolet,Camaro ZL1,2020,"3,715 mi.",Gasoline,Black,Black,150000
Acura,TLX,2023,"3,389 mi.",Gasoline,Platinum White Pearl,Black,38598
BMW,M4 Base,2015,"98,000 mi.",Gasoline,Black,Orange,32999
Maserati,Quattroporte Sport GT,2007,"82,000 mi.",Gasoline,Black,Black,7999
Ford,Transit-350 Base,2020,"19,400 mi.",Gasoline,White,Black,58000
Porsche,911 Carrera 4S,2020,"25,568 mi.",Gasoline,Red,Black,134999
Ford,Expedition Max King Ranch,2021,"37,594 mi.",Gasoline,Black,Mesa,62595
Audi,Q7 55 Prestige,2019,"73,837 mi.",Gasoline,Cobra Beige Metallic,Nougat Brown,36340
Chevrolet,Suburban LT,2017,"117,000 mi.",Gasoline,Blue,Beige,27000
Maserati,Coupe Cambiocorsa,2006,"54,082 mi.",Gasoline,Blue,Beige,17000
Bentley,Continental GT V8 S,2016,"31,500 mi.",Gasoline,Black,Beige,103900
Hyundai,Genesis 3.8,2010,"98,700 mi.",Gasoline,Beige,Beige,10340
Audi,A6 45 Premium Plus,2021,"33,000 mi.",Hybrid,Black,Black,40000
GMC,Savana 2500 Work Van,2018,"63,460 mi.",E85 Flex Fuel,White,Beige,33000
Kia,Sorento SXL,2017,"108,559 mi.",Gasoline,Titanium Silver,Satin Black,15998
Nissan,Titan SV,2021,"7,250 mi.",Gasoline,Black,Black,38000
Jeep,Commander Base,2006,"212,500 mi.",Gasoline,Black,Gray,6500
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"54,500 mi.",Gasoline,White,Black,37995
Kia,Forte GT-Line,2023,"15,500 mi.",Gasoline,White,Black,24500
GMC,Yukon XL Denali,2017,"124,000 mi.",Gasoline,Gray,Beige,32000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,"24,158 mi.",Plug-In Hybrid,Gray,Black,44900
Bentley,Continental GT Speed,2009,"57,800 mi.",Gasoline,Blue,Beige,59400
Porsche,911 Carrera,2016,"22,500 mi.",Gasoline,Gray,Beige,78000
Acura,MDX w/Advance Package,2023,"3,708 mi.",Gasoline,White,Espresso,58998
INFINITI,G37 S Sport,2010,"116,451 mi.",Gasoline,White,Gray,16500
BMW,650 i,2014,"40,000 mi.",Gasoline,White,Beige,34000
Mercedes-Benz,AMG GT 63 S 4-Door,2020,"40,000 mi.",Gasoline,Black,Red,112500
Audi,Q7 55 Prestige,2019,"41,000 mi.",Gasoline,White,Beige,39900
Lexus,LX 600 F SPORT,2023,490 mi.,Gasoline,Black,Black,124999
Land,Rover Range Rover Sport Supercharged HSE,2016,"99,915 mi.",Gasoline,Blue,White,26500
Jeep,Gladiator Overland,2020,"9,100 mi.",Gasoline,Red,Black,49895
Ford,Mustang V6,2013,"147,191 mi.",Gasoline,Blue,Black,12990
Lexus,GX 460 Base,2015,"92,000 mi.",Gasoline,Black,Black,28000
Lexus,LX 570 Three-Row,2021,"25,997 mi.",Gasoline,Green,Brown,87000
INFINITI,QX60 AUTOGRAPH,2022,"6,000 mi.",Gasoline,Gold,Brown,57999
Volkswagen,Jetta 1.4T SE,2017,"61,000 mi.",Gasoline,White,Black,15995
Mercedes-Benz,E-Class E 300 4MATIC,2018,"53,705 mi.",Gasoline,Black,Black,25900
Chevrolet,Silverado 1500 1LT,2017,"89,000 mi.",Gasoline,Gray,Gray,29999
Chevrolet,Colorado ZR2,2018,"76,500 mi.",Gasoline,White,Black,33500
Lexus,SC 430 Base,2002,"109,762 mi.",Gasoline,Blue,Brown,15000
GMC,Sierra 1500 SLT,2013,"230,000 mi.",E85 Flex Fuel,White,Black,15500
BMW,325 Ci,2004,"178,000 mi.",Gasoline,Blue,Brown,5750
Toyota,Prius Two,2014,"80,354 mi.",Hybrid,Red,Gray,13310
Audi,S6 4.0T Premium Plus,2018,"61,258 mi.",Gasoline,White,Black,49999
Subaru,Legacy 2.5i Premium,2015,"68,860 mi.",Gasoline,Silver,Beige,15000
Scion,FR-S Monogram,2014,"163,019 mi.",Gasoline,Black,Black,8900
Ford,Expedition Max XLT,2021,"84,351 mi.",Gasoline,Blue,Ebony,42691
BMW,Z3 3.0i Roadster,2001,"103,990 mi.",Gasoline,Black,Beige,10500
Ford,Focus ST Base,2014,"110,000 mi.",Gasoline,Silver,Gray,9495
Porsche,911 Carrera Cabriolet,2006,"96,275 mi.",Gasoline,Silver,Black,52500
Mercedes-Benz,SL-Class SL 550,2013,"130,000 mi.",Gasoline,Gray,Beige,26900
Kia,Stinger GT2,2018,"69,100 mi.",Gasoline,Red,Black,32500
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,Black,Beige,29500
Chevrolet,Suburban LT,2020,"93,000 mi.",Gasoline,Black,Black,38500
BMW,X5 xDrive40i,2020,"37,000 mi.",Gasoline,Black,Black,50000
Lamborghini,Huracan LP580-2,2017,"22,000 mi.",Gasoline,White,Black,210000
Audi,S4 3.0T Premium,2019,"12,000 mi.",Gasoline,Black,Black,48000
Mazda,MX-5 Miata Club,2021,"5,093 mi.",Gasoline,Gray,Black,28000
Volvo,XC70 3.2,2008,"46,700 mi.",Gasoline,White,Beige,11400
Honda,Element EX,2008,"192,000 mi.",Gasoline,Black,Gray,11000
Lexus,ES 350 Base,2016,"51,335 mi.",Gasoline,Silver,Black,25995
Jaguar,E-PACE S,2019,"44,000 mi.",Gasoline,Black,Black,29000
Toyota,Highlander SE,2019,"92,000 mi.",Gasoline,Red,Beige,30000
Ford,Expedition EL King Ranch,2011,"156,856 mi.",E85 Flex Fuel,Black,Brown,14300
Cadillac,ATS 3.6L Luxury,2013,"89,700 mi.",Gasoline,Black,Red,17999
