brand,model,model_year,milage,fuel_type,ext_col,int_col,price
Porsche,718 Cayman S,2019,9500,Gasoline,Red,Black,69000
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,Silver,Black,40000
Jeep,Compass Limited,2020,39192,Gasoline,White Clearcoat,Black,24590
Hyundai,Veloster Base,2013,800,Gasoline,Black,Gray,9800
Jaguar,XK R,2012,38383,Gasoline,White,Black,36949
Chrysler,300 Base,2014,85000,Gasoline,White,–,11250
Maybach,Type 57 Base,2004,34254,Gasoline,Brown,–,64250
Kia,Optima Hybrid LX,2013,103111,Hybrid,Silver,Beige,9200
Chevrolet,Camaro LT1,2022,6700,Gasoline,Gray,Black,39500
Ford,Mustang V6,2016,54000,Gasoline,White,Black,23999
Audi,TT Roadster quattro,2002,69300,Gasoline,Gray,Black,9995
BMW,X5 PHEV xDrive45e,2023,5338,Plug-In Hybrid,Blue,White,76500
Jeep,New Compass Trailhawk,2017,119000,Gasoline,Red,Black,15900
Pontiac,GTO Base,2005,142314,Gasoline,Red,Red,21999
Tesla,Model 3 Standard Range Plus,2019,83700,,Black,Black,26000
smart,ForTwo Pure,2008,61595,Gasoline,Blue,Gray,5000
Chevrolet,Corvette Base,2002,44168,Gasoline,Orange,Black,30000
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,20937,Gasoline,Magnetite Black Metallic,Black,104900
Genesis,G70 3.3T,2022,12000,Gasoline,Green,Beige,41000
Ford,Maverick XLT,2022,16400,Hybrid,Gray,Gray,34000
Kia,EV6 GT-Line,2022,22000,,Gray,Black,45000
Chrysler,Sebring LX,2008,67303,Gasoline,Blue,Blue,4900
Toyota,4Runner SR5,2018,32199,Gasoline,Silver,Black,35500
Lincoln,Nautilus Reserve,2021,17467,Gasoline,Pristine White,Slate,43860
Chevrolet,Traverse Premier,2020,52000,Gasoline,White,Black,35800
BMW,i8 Base,2015,846,Plug-In Hybrid,White,White,86999
Nissan,Armada Platinum,2022,8400,Gasoline,Red,Beige,59950
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,Red,Gray,7200
Mercedes-Benz,S-Class S 580 4MATIC,2023,989,Gasoline,Black,Black,122950
Ford,Transit Connect XL,2020,119000,Gasoline,White,Black,18000
Land,Rover Discovery HSE,2018,85000,Gasoline,Gray,Black,33000
Lexus,GX 460 Base,2021,39102,Gasoline,Silver,Rioja Red,51798
Ford,F-250 XL,2016,75200,E85 Flex Fuel,White,Gray,22000
BMW,M3 Base,2015,65800,Gasoline,White,Red,44950
Mazda,Mazda3 i SV,2015,91700,Gasoline,Red,Black,12000
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,Black,Black,29950
GMC,Sierra 1500 SLE1 Extended Cab,2008,187000,–,Red,Gray,6100
Jaguar,XK8 Base,1997,50000,Gasoline,White,Beige,6000
Nissan,Quest SL,2011,185000,Gasoline,White,Gray,7500
BMW,440 Gran Coupe 440i xDrive,2020,25990,Gasoline,White,Beige,38598
Ford,Excursion XLT 4WD,2000,205000,Gasoline,Black,Gray,9950
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,Black,Black,54999
Toyota,Tundra SR5 Double Cab,2005,199400,Gasoline,Gray,Gray,8500
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,Black,Black,75000
BMW,X6 M Base,2023,7000,Gasoline,Gray,Gray,144900
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,Gray,White,35750
Porsche,Boxster Base,2010,64800,Gasoline,Gray,Gray,20900
Jaguar,XF Luxury,2009,91491,Gasoline,Blue,Beige,7000
Kia,Seltos S,2023,5182,Gasoline,White,Black,32500
GMC,Yukon Denali,2019,88450,Gasoline,Black,Beige,42900
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,White,Black,43550
Nissan,Rogue SL,2017,78110,Gasoline,Silver,Black,17500
Ford,F-150 XLT,2021,24207,Gasoline,Black,–,43430
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,Black,Black,39900
BMW,X7 xDrive40i,2023,2437,Hybrid,Gray,Black,78350
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,Black,Beige,15990
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,White,White,1950995
Chevrolet,Monte Carlo SS,2005,75000,Gasoline,Black,Black,12500
Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,Blue,Black,28000
Toyota,Corolla LE,2003,124756,Gasoline,Beige,Beige,4995
Chevrolet,Tahoe LT,2021,71536,Gasoline,Black,Jet Black,49685
Nissan,Rogue SL,2019,29558,Gasoline,Magnetic Black,Charcoal,25884
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,Red,Gray,16499
Rivian,R1S Adventure Package,2023,159,,White,Black,95500
Porsche,911 Turbo S,2019,31000,Gasoline,White,Black,179900
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,Silver,Black,14500
Kia,Optima Hybrid EX,2012,117220,Hybrid,Black,Black,8900
Porsche,911 Carrera 4S,2018,31678,Gasoline,Silver,–,106798
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,White,Black,39900
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,Orange,Black,71000
Cadillac,CTS Luxury,2011,66200,Gasoline,Black,Black,16499
Acura,TL Technology,2013,40000,Gasoline,Blue,Gray,24000
Ford,F-150 Lariat,2020,26540,Gasoline,White,Black,46995
Audi,A8 L 55,2019,39000,Hybrid,Black,Brown,50000
Land,Rover Range Rover Evoque SE,2020,38356,Gasoline,Firenze Red Metallic,Ebony,36598
Bentley,Continental GT W12,2021,16146,Gasoline,Fountain Blue,Linen,239991
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,White,Gray,24000
INFINITI,QX80 Base,2016,60000,Gasoline,Silver,Beige,25950
Lexus,NX 300 Base,2021,6449,Gasoline,Silver,Black,35999
Porsche,Taycan Base,2021,13344,,Black,Beige,83499
Porsche,Cayman Base,2007,75137,Gasoline,Black,Gray,24999
BMW,X6 xDrive40i,2020,45076,Gasoline,Blue,Black,57998
GMC,Acadia SLE-2,2015,96000,Gasoline,Blue,Beige,17000
Porsche,Boxster S,2005,44400,Gasoline,Silver,Black,29800
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,Red,Beige,7500
Audi,S5 3.0T Premium,2021,18100,Gasoline,Gray,Gray,51800
Subaru,Outback Limited XT,2020,36844,Gasoline,Magnetite Gray Metallic,Black,30427
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,White,Black,11999
RAM,1500 Rebel,2018,54800,Gasoline,White,Black,37050
Nissan,Titan S,2017,20220,Gasoline,White,Gray,32324
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,Silver,Gray,67500
BMW,550 Gran Turismo i,2013,79341,Gasoline,Gold,Brown,16800
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,White,Black,23000
Ford,F-150 XLT,2019,44460,Gasoline,Red,Gray,34500
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,White,Red,30500
Nissan,Maxima SV,2022,36466,Gasoline,Brilliant Silver Metallic,Charcoal,24980
Honda,Accord Sport,2013,405000,Gasoline,Black,Black,6000
Porsche,911 GT3,2018,9712,Gasoline,Red,Black,188900
Audi,S4 3.0T Premium Plus,2022,10900,Gasoline,Black,Black,53900
Honda,Pilot Elite,2021,42653,Gasoline,Gray,Black,38998
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,Black,Black,29999
Toyota,Highlander Base,2001,231581,Gasoline,Beige,Beige,4300
Acura,MDX 3.7L Advance,2013,20750,Gasoline,Black,Black,33000
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,Green,Black,58000
Dodge,Durango GT,2022,24778,Gasoline,Octane Red Pearlcoat,Black,36599
Porsche,911 GT3,2018,5989,Gasoline,GT SILVER,BLACK,209000
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Gasoline,Fuji White,Ivory / Ebony,30775
Maserati,Ghibli S Q4,2018,20000,Gasoline,White,Brown,43000
Hummer,H2 Base,2003,149961,Gasoline,Beige,Beige,12500
BMW,X5 xDrive35i,2014,120000,Gasoline,Black,Black,20000
BMW,335 i xDrive,2013,82849,Gasoline,Red,Black,19999
Jeep,Compass Latitude,2014,105000,Gasoline,Black,Black,10950
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,White,Black,61599
BMW,M3 Base,2003,127273,Gasoline,Silver,Black,15000
Ford,Bronco Big Bend,2022,17000,Gasoline,Gray,–,44000
Acura,RDX w/Advance Package,2021,36267,Gasoline,White,Parchment,39798
GMC,Yukon XL SLT,2023,28500,Gasoline,Black,Black,67800
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,Red,Gray,16000
Audi,A7 3.0T Premium,2019,45900,Hybrid,Black,Black,41500
Dodge,Ram 1500 Laramie Mega Cab,2006,300183,Gasoline,Silver,Gray,10900
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,Black,Black,150000
Tesla,Model 3 Long Range,2021,23749,,White,Black,35999
Chevrolet,Corvette Base,2003,145000,Gasoline,Blue,Black,22000
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,White,White,82500
Honda,CR-V Touring,2019,55100,Gasoline,White,Gray,28324
Ford,F-250 XLT,2014,59459,Diesel,Black,Silver,40999
Toyota,Camry Solara SE,2008,57852,Gasoline,Silver,Gray,13900
Chrysler,Crossfire Limited,2005,116320,Gasoline,Gray,Red,6000
Ford,Explorer XLT,2017,169000,E85 Flex Fuel,White,Beige,13000
Chevrolet,Camaro Z28,2002,35515,Gasoline,Silver,Black,21000
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,Black,Gray,31999
Lincoln,Corsair Standard,2022,4520,Gasoline,Beige,Beige,38500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,White,Black,38000
BMW,535 i xDrive,2015,58664,Gasoline,Blue,Gray,20950
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,Gray,Black,49999
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,White,Red,179000
Mazda,MX-5 Miata Sport,2006,218000,Gasoline,Black,Black,4999
Audi,A5 2.0T Premium,2018,53000,Gasoline,White,Brown,28000
Toyota,Prius Touring,2009,142500,Hybrid,Blue,Beige,6999
BMW,M4 Base,2020,22655,Gasoline,Silver,Black,63999
RAM,1500 Classic SLT,2021,32092,Gasoline,Patriot Blue Pearlcoat,Black,35113
Buick,Enclave Leather,2015,89726,Gasoline,White,Brown,16000
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,Black,–,38598
Dodge,Dart SE,2015,66000,Gasoline,Black,Black,12000
Volkswagen,e-Golf SE,2016,41615,,Blue,Gray,12000
Lexus,IS 350 Base,2007,103000,Gasoline,Red,Beige,12900
Porsche,911 Carrera,2010,61600,Gasoline,Black,Black,51750
Ford,F-150 XLT,2018,67650,Gasoline,Blue,Gray,30000
Toyota,Highlander XLE,2019,81301,Gasoline,Black,Black,30275
Acura,TLX Base,2016,45000,Gasoline,Gray,Blue,16500
Toyota,Highlander Hybrid XLE,2019,69350,Hybrid,Black,Gray,36000
Dodge,Challenger SRT Hellcat,2015,1800,Gasoline,Green,Black,64990
Lincoln,Corsair Reserve,2021,29336,Gasoline,Black,Sandstone,36999
BMW,650 i,2006,122141,Gasoline,Silver,Black,10500
Audi,A3 2.0T Premium,2016,90360,Gasoline,Black,Black,15499
Hyundai,Genesis 3.8,2015,92225,Gasoline,Black,Black,17000
RAM,1500 Laramie,2022,16744,Gasoline,Delmonico Red Pearlcoat,Black,46999
BMW,M3 Base,2009,112000,Gasoline,Gray,Black,28000
Volvo,S60 T6 Momentum,2020,46250,Gasoline,White,Charcoal,27800
Lexus,IS 350 F Sport,2021,26800,Gasoline,Black,Red,44000
BMW,335 i,2009,51983,Gasoline,Gray,White,19999
Chevrolet,Silverado 1500 Base,2000,97000,Gasoline,White,Gray,27500
INFINITI,QX80 Base,2015,136390,Gasoline,Black Obsidian,Black,20470
Ford,F-350 XL,2017,156453,Diesel,White,Beige,40000
Lexus,GX 470 Base,2004,215000,Gasoline,White,Beige,7350
GMC,Acadia SLE,2020,30426,Gasoline,Ebony Twilight Metallic,Jet Black,29645
Nissan,GT-R Premium,2010,46100,Gasoline,Blue,Black,72999
Dodge,Durango R/T,2022,14976,Gasoline,White Knuckle Clearcoat,Black,49999
Ford,F-250 Lariat,2015,68749,Diesel,Gray,Black,45000
Toyota,Avalon XLS,2004,90625,Gasoline,Gray,Gray,5500
Porsche,Panamera Base,2018,42500,Gasoline,Black,Beige,53999
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,Black,Beige,16800
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,White,–,59750
Mazda,CX-7 Grand Touring,2007,83150,Gasoline,White,Beige,6950
Chevrolet,Camaro 2SS,2016,164000,Gasoline,Black,Red,21500
Tesla,Model X Performance,2020,27224,,Black,Black,65999
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,Black,Black,15500
BMW,M5 Base,2018,31090,Gasoline,Green,Black,68000
Chevrolet,Camaro 1LT,2021,10300,Gasoline,Black,Black,29900
Subaru,Impreza 2.0i,2019,30000,Gasoline,Gray,Black,21250
Nissan,Armada SV,2017,187141,Gasoline,Black,Black,16995
Subaru,Forester Premium,2021,42125,Gasoline,Crystal Black Silica,Black,27899
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,Silver,Beige,15500
Dodge,Challenger SRT8,2011,106500,–,White,White,22500
Porsche,911 Carrera S,2014,30000,Gasoline,Black,Brown,78500
Mercedes-Benz,AMG GT 63 S 4-Door,2020,21214,Gasoline,Obsidian Black Metallic,Black,117900
Nissan,350Z Touring,2007,90000,Gasoline,White,Green,12000
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,Red,Black,56500
Acura,TLX V6 Advance,2019,25779,Gasoline,Platinum White Pearl,Ebony,30999
Jeep,Wrangler SE,2003,71000,Gasoline,Red,Gray,12499
Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,Black,Black,11900
BMW,X3 xDrive30i,2020,43000,Gasoline,Gray,Brown,40000
Rolls-Royce,Cullinan,2022,115,Gasoline,–,Grace White,449995
Toyota,4Runner SR5,2006,135000,Gasoline,White,Gray,16900
Hyundai,Kona N Base,2023,654,Gasoline,Ultra Black,Black,34599
BMW,M3 CS,2018,32000,Gasoline,White,Black,70000
Mercedes-Benz,E-Class E 350 4MATIC,2013,81000,Gasoline,Gray,Beige,13000
Ford,Expedition Platinum,2019,34672,Gasoline,White,White,45500
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,Black,Gray,65000
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,Gray,Black,96000
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000,Gasoline,Black,Black,6995
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,designo Diamond White Bright,Macchiato/Magmagrey,49998
Buick,Enclave Premium,2017,139105,Gasoline,Iridium Metallic,Light Titanium,17550
Mercedes-Benz,Maybach S S 600,2016,18069,Gasoline,Black,Black,79999
Porsche,911 Carrera S,2010,13850,Gasoline,Black,Black,71400
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,White,Black,33995
Kia,Sorento Hybrid EX,2022,36100,Hybrid,Black,White,37500
Dodge,Charger R/T,2012,122000,Gasoline,White,Black,13500
BMW,M6 Gran Coupe Base,2019,20500,Gasoline,Blue,Black,67900
Nissan,Armada Platinum,2018,119950,Gasoline,Black,Black,20999
MINI,Cooper S Base,2007,110022,Gasoline,Silver,Black,6250
Ford,Focus RS Base,2016,14900,Gasoline,Blue,Black,39000
Porsche,911 Carrera Cabriolet,2006,52744,Gasoline,Gray,Black,37500
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,White,Beige,43500
Mazda,MX-5 Miata Grand Touring,2012,36568,Gasoline,Blue,Beige,20199
Bentley,Continental GT Base,2009,18000,Gasoline,Blue,Beige,63000
BMW,X5 xDrive 35i Sport Activity,2012,122600,Gasoline,Black,Black,12900
Audi,A7 Premium Plus,2020,25361,Hybrid,Typhoon Gray,Black,49998
GMC,Yukon XL Denali,2016,137500,Gasoline,Black,Black,29500
RAM,2500 Laramie,2019,65000,Diesel,Black,Black,65000
Kia,Forte Koup EX,2015,103748,Gasoline,Gray,Gray,8500
Ford,Transit-250 Base,2020,53000,Gasoline,White,Black,38500
Jeep,Wagoneer Series III,2022,9099,Gasoline,Velvet Red Pearlcoat,Global Black,68362
Subaru,WRX Limited,2017,73120,Gasoline,White,Black,19950
Jeep,Wrangler X,2005,162482,Gasoline,Orange,Gray,11000
Nissan,Armada Platinum,2017,92000,Gasoline,Black,Black,20900
Mercedes-Benz,E-Class E 350 4MATIC,2011,199000,Gasoline,Silver,Black,9250
Rivian,R1S Adventure Package,2023,2500,,Green,White,94000
Kia,Forte LXS,2020,53452,Gasoline,Silver,Black,16995
Ford,F-150 XLT,2022,18465,Gasoline,Black,Gray,47500
Kia,Forte GT-Line,2022,14950,Gasoline,Silver,Gray,24000
Jeep,Gladiator Sport S,2020,13000,Gasoline,Gray,–,39500
BMW,750 i xDrive,2019,33499,Gasoline,Gray,Black,44495
Ford,F-250 LARIAT,2021,42245,Diesel,Agate Black Metallic,Black,76598
Chevrolet,Suburban Premier,2018,84224,Gasoline,Tungsten Metallic,Jet Black,43775
Chevrolet,Corvette Stingray w/1LT,2022,6200,Gasoline,Brown,Black,99999
BMW,328 i xDrive,2013,96000,Gasoline,Black,Black,13500
Dodge,Challenger R/T Scat Pack,2019,43000,–,Green,Black,50000
Toyota,Highlander XLE,2021,67039,Gasoline,Blue,Black,34645
Nissan,Altima 2.5 SV,2020,22295,Gasoline,Scarlet Ember,Gray,23599
Chevrolet,Cruze LS,2018,100000,Gasoline,White,Black,8500
Ford,Maverick XL,2023,12500,Hybrid,Silver,Black,29999
Chevrolet,Traverse Premier,2018,68455,Gasoline,Silver Ice Metallic,Jet Black,30989
Kia,Sportage LX,2023,13000,Gasoline,White,Black,31900
BMW,M4 Base,2018,7200,Gasoline,Black,Black,64000
Ford,F-350 Platinum,2019,69205,Diesel,White,Black,73500
Lexus,IS 250 Base,2010,132700,Gasoline,Black,Black,10700
BMW,X3 xDrive35i,2011,75500,Gasoline,White,Black,12975
Chevrolet,Express 1500 Work Van,2011,93009,E85 Flex Fuel,Summit White,Medium Pewter,22495
Nissan,Leaf S,2018,56450,,Black,Black,13999
Lexus,ES 350 Base,2015,100900,Gasoline,Matador Red Mica,Parchment,21998
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,Glacier Blue Metallic,Jet Black,68990
Lexus,GX 460 Premium,2022,35700,Gasoline,Silver,Gray,51900
BMW,750 Li xDrive,2012,103000,Gasoline,Black,Black,16000
Hyundai,Sonata GLS,2010,135000,Gasoline,Blue,Gray,3999
Subaru,Outback 2.5i Premium,2013,116000,Gasoline,Blue,Beige,12500
BMW,X5 M Base,2012,118000,Gasoline,White,Orange,17000
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,Black,White,45750
Porsche,Panamera Edition,2016,77945,Gasoline,Blue,Beige,30000
Tesla,Model 3 Performance,2021,33000,,Red,White,55000
BMW,X5 xDrive50i,2016,79995,Gasoline,Black,Black,23995
Jaguar,XF 35t Prestige,2017,101453,Gasoline,White,Beige,18500
Jeep,Grand Cherokee Altitude,2020,35289,Gasoline,Granite Crystal Clearcoat Metallic,Black,35470
Mercedes-Benz,SL-Class SL400,2015,36670,Gasoline,White,Tan,39998
Honda,S2000 CR,2008,82323,Gasoline,Black,Black,28500
Mazda,Mazda3 Grand Touring,2018,15175,Gasoline,Snowflake White Pearl Metallic,Parchment,19212
Chevrolet,Camaro ZL1,2020,3715,Gasoline,Black,Black,150000
Acura,TLX,2023,3389,Gasoline,Platinum White Pearl,Black,38598
BMW,M4 Base,2015,98000,Gasoline,Black,Orange,32999
Maserati,Quattroporte Sport GT,2007,82000,Gasoline,Black,Black,7999
Ford,Transit-350 Base,2020,19400,Gasoline,White,Black,58000
Porsche,911 Carrera 4S,2020,25568,Gasoline,Red,Black,134999
Ford,Expedition Max King Ranch,2021,37594,Gasoline,Black,Mesa,62595
Audi,Q7 55 Prestige,2019,73837,Gasoline,Cobra Beige Metallic,Nougat Brown,36340
Chevrolet,Suburban LT,2017,117000,Gasoline,Blue,Beige,27000
Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,Blue,Beige,17000
Bentley,Continental GT V8 S,2016,31500,Gasoline,Black,Beige,103900
Hyundai,Genesis 3.8,2010,98700,Gasoline,Beige,Beige,10340
Audi,A6 45 Premium Plus,2021,33000,Hybrid,Black,Black,40000
GMC,Savana 2500 Work Van,2018,63460,E85 Flex Fuel,White,Beige,33000
Kia,Sorento SXL,2017,108559,Gasoline,Titanium Silver,Satin Black,15998
Nissan,Titan SV,2021,7250,Gasoline,Black,Black,38000
Jeep,Commander Base,2006,212500,Gasoline,Black,Gray,6500
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,54500,Gasoline,White,Black,37995
Kia,Forte GT-Line,2023,15500,Gasoline,White,Black,24500
GMC,Yukon XL Denali,2017,124000,Gasoline,Gray,Beige,32000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,Plug-In Hybrid,Gray,Black,44900
Bentley,Continental GT Speed,2009,57800,Gasoline,Blue,Beige,59400
Porsche,911 Carrera,2016,22500,Gasoline,Gray,Beige,78000
Acura,MDX w/Advance Package,2023,3708,Gasoline,White,Espresso,58998
INFINITI,G37 S Sport,2010,116451,Gasoline,White,Gray,16500
BMW,650 i,2014,40000,Gasoline,White,Beige,34000
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000,Gasoline,Black,Red,112500
Audi,Q7 55 Prestige,2019,41000,Gasoline,White,Beige,39900
Lexus,LX 600 F SPORT,2023,490,Gasoline,Black,Black,124999
Land,Rover Range Rover Sport Supercharged HSE,2016,99915,Gasoline,Blue,White,26500
Jeep,Gladiator Overland,2020,9100,Gasoline,Red,Black,49895
Ford,Mustang V6,2013,147191,Gasoline,Blue,Black,12990
Lexus,GX 460 Base,2015,92000,Gasoline,Black,Black,28000
Lexus,LX 570 Three-Row,2021,25997,Gasoline,Green,Brown,87000
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,Gold,Brown,57999
Volkswagen,Jetta 1.4T SE,2017,61000,Gasoline,White,Black,15995
Mercedes-Benz,E-Class E 300 4MATIC,2018,53705,Gasoline,Black,Black,25900
Chevrolet,Silverado 1500 1LT,2017,89000,Gasoline,Gray,Gray,29999
Chevrolet,Colorado ZR2,2018,76500,Gasoline,White,Black,33500
Lexus,SC 430 Base,2002,109762,Gasoline,Blue,Brown,15000
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,White,Black,15500
BMW,325 Ci,2004,178000,Gasoline,Blue,Brown,5750
Toyota,Prius Two,2014,80354,Hybrid,Red,Gray,13310
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,White,Black,49999
Subaru,Legacy 2.5i Premium,2015,68860,Gasoline,Silver,Beige,15000
Scion,FR-S Monogram,2014,163019,Gasoline,Black,Black,8900
Ford,Expedition Max XLT,2021,84351,Gasoline,Blue,Ebony,42691
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,Black,Beige,10500
Ford,Focus ST Base,2014,110000,Gasoline,Silver,Gray,9495
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,Silver,Black,52500
Mercedes-Benz,SL-Class SL 550,2013,130000,Gasoline,Gray,Beige,26900
Kia,Stinger GT2,2018,69100,Gasoline,Red,Black,32500
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404,Plug-In Hybrid,Black,Beige,29500
Chevrolet,Suburban LT,2020,93000,Gasoline,Black,Black,38500
BMW,X5 xDrive40i,2020,37000,Gasoline,Black,Black,50000
Lamborghini,Huracan LP580-2,2017,22000,Gasoline,White,Black,210000
Audi,S4 3.0T Premium,2019,12000,Gasoline,Black,Black,48000
Mazda,MX-5 Miata Club,2021,5093,Gasoline,Gray,Black,28000
Volvo,XC70 3.2,2008,46700,Gasoline,White,Beige,11400
Honda,Element EX,2008,192000,Gasoline,Black,Gray,11000
Lexus,ES 350 Base,2016,51335,Gasoline,Silver,Black,25995
Jaguar,E-PACE S,2019,44000,Gasoline,Black,Black,29000
Toyota,Highlander SE,2019,92000,Gasoline,Red,Beige,30000
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,Black,Brown,14300
Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,Black,Red,17999
Honda,Pilot EX-L,2016,135350,Gasoline,White,Beige,19900
Land,Rover Discovery SE,2018,63295,Gasoline,Blue,White,29993
Toyota,Tacoma SR,2022,5020,Gasoline,Black,Gray,36500
Jeep,Wrangler Sport,2016,74139,Gasoline,Red,Black,23000
Honda,Civic LX,2016,96473,Gasoline,Black,Black,15599
Land,Rover LR2 Base,2015,112465,Gasoline,White,Beige,11995
Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,Black,Black,17000
Chevrolet,Tahoe LT,2022,2894,Gasoline,Blue,Beige,63900
FIAT,124 Spider Abarth,2017,45000,Gasoline,Gray,Black,22500
BMW,M6 Base,2015,18651,Gasoline,Red,Black,59549
Lincoln,LS V8,2002,42000,Gasoline,Silver,Black,11000
Land,Rover Range Rover Evoque S,2020,46891,Gasoline,Gray,Black,31000
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,White,Beige,7000
Cadillac,Escalade Platinum,2018,49273,Gasoline,Red,Black,54000
BMW,X4 xDrive30i,2022,34800,Gasoline,Blue,Brown,46000
McLaren,570S Spider,2020,8700,Gasoline,Black,Black,185000
Tesla,Model 3 Performance,2020,45468,,Silver,White,45999
BMW,X5 xDrive40i,2019,50000,Gasoline,Blue,Gold,43000
Hummer,H2 SUT,2006,89900,Gasoline,Red,Beige,29994
Tesla,Model X Long Range Plus,2021,46897,,Blue,Black,69000
BMW,535 i xDrive,2013,46150,Gasoline,Silver,Black,17000
Chevrolet,Tahoe LT,2018,55000,Gasoline,Black,Black,37900
Chevrolet,Camaro 2SS,2016,49600,Gasoline,Blue,Black,32500
Kia,Sorento LX V6,2019,86204,Gasoline,Sparkling Silver,Satin Black,20708
BMW,750 750i xDrive,2021,10917,Gasoline,Black,Black,73998
BMW,M5 Base,2008,77750,Gasoline,Silver,Silver,21000
Mitsubishi,Outlander Sport 2.4 SE,2016,131193,Gasoline,Black,Black,11970
MINI,Hardtop Cooper,2019,19850,Gasoline,Black,Black,24000
Porsche,Cayman Base,2011,67998,Gasoline,White,Beige,30000
Dodge,Ram 1500 ST,2007,36500,Gasoline,Blue,Gray,16000
Buick,Encore GX Essence,2020,35569,Gasoline,Satin Steel Metallic,Ebony,21999
Ford,F-150 Lariat,2011,152000,Gasoline,Brown,Beige,14000
Porsche,911 Turbo,2018,12088,Gasoline,Gray,Black,169000
Lexus,ES 250 Base,2021,17570,Gasoline,Emin White,Black,39998
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,Blue,Beige,35500
Hummer,H2 Base,2005,110900,Gasoline,Gray,Black,19500
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,White,Beige,12000
Ford,Mustang Premium,2007,126000,Gasoline,Red,Black,9000
Ford,EcoSport SES,2019,106000,Gasoline,Silver,Black,12000
Hyundai,Genesis 3.8,2015,61300,Gasoline,Silver,Gray,20150
Cadillac,CTS Luxury,2012,62500,Gasoline,Red,Beige,18955
